          11947   0    L2CacheL2_Replacement_clean     IM>IM     [0x2fc0, line 0x2fc0] 
          11948   0  Directory               Fetch      I>IM     [0x2fc0, line 0x2fc0] 
          11950   0    L2Cache             L1_GETX     MT>MT_MB  [0x400, line 0x400] 
          11952   1    L1Cache                 Inv      M>I      [0x32c0, line 0x32c0] 
          11953   0  Directory               Fetch      I>IM     [0x30c0, line 0x30c0] 
          11955   0    L2Cache             WB_Data  MCT_I>M_I    [0x53c0, line 0x53c0] 
          11957   3    L1Cache            Fwd_GETX      M>I      [0x400, line 0x400] 
          11960   0    L2Cache             WB_Data  MCT_I>M_I    [0x32c0, line 0x32c0] 
          11963   0  Directory                Data      M>MI     [0x53c0, line 0x53c0] 
          11965 core  1        Seq                Done       >       [0x435, line 0x400] 24 cycles
          11965   1    L1Cache       Data_all_Acks     IM>M      [0x400, line 0x400] 
          11968   0  Directory                Data      M>MI     [0x32c0, line 0x32c0] 
          11971   1        Seq               Begin       >       [0x16ef, line 0x16c0] ST PC 249 0xf9
          11972   1    L1Cache      L1_Replacement     IM>IM     [0x2fc0, line 0x2fc0] 
          11972   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x400, line 0x400] 
          11975   0  Directory          Memory_Ack     MI>I      [0x53c0, line 0x53c0] 
          11980   0  Directory          Memory_Ack     MI>I      [0x32c0, line 0x32c0] 
          11982   0    L2Cache             Mem_Ack    M_I>NP     [0x53c0, line 0x53c0] 
          11987   0    L2Cache             Mem_Ack    M_I>NP     [0x32c0, line 0x32c0] 
          11995   0  Directory         Memory_Data     IM>M      [0x2fc0, line 0x2fc0] 
          12002   0    L2Cache            Mem_Data     IM>MT_MB  [0x2fc0, line 0x2fc0] 
          12009 core  1        Seq                Done       >       [0x2fef, line 0x2fc0] 2528 cycles
          12009   1    L1Cache       Data_all_Acks     IM>M      [0x2fc0, line 0x2fc0] 
          12009   1    L1Cache      L1_Replacement      I>I      [0x32c0, line 0x32c0] 
          12009   1    L1Cache               Store     NP>IM     [0x17c0, line 0x17c0] 
          12009   1    L1Cache      L1_Replacement      M>M_I    [0x2fc0, line 0x2fc0] 
          12010   1    L1Cache               Store     NP>IM     [0x13c0, line 0x13c0] 
          12010   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12010   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12010   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12011   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12011   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12011   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12011   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12011   1        Seq               Begin       >       [0x2bed, line 0x2bc0] ST PC 270 0x10e
          12012   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12012   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12012   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12012   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12013   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12013   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12013   1    L1Cache      L1_Replacement     IM>IM     [0x17c0, line 0x17c0] 
          12016   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x2fc0, line 0x2fc0] 
          12016   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x2fc0, line 0x2fc0] 
          12016   0    L2Cache         L1_PUTX_old     NP>NP     [0x21c0, line 0x21c0] 
          12016   0    L2Cache             L1_GETX     NP>IM     [0x5fc0, line 0x5fc0] 
          12017   0    L2CacheL2_Replacement_clean     IM>IM     [0x30c0, line 0x30c0] 
          12017   0    L2CacheL2_Replacement_clean     IM>IM     [0x30c0, line 0x30c0] 
          12017   0    L2CacheL2_Replacement_clean     IM>IM     [0x30c0, line 0x30c0] 
          12017   0    L2CacheL2_Replacement_clean     IM>IM     [0x30c0, line 0x30c0] 
          12018   0    L2CacheL2_Replacement_clean     IM>IM     [0x30c0, line 0x30c0] 
          12018   0    L2CacheL2_Replacement_clean     IM>IM     [0x30c0, line 0x30c0] 
          12018   0    L2CacheL2_Replacement_clean     IM>IM     [0x30c0, line 0x30c0] 
          12018   0    L2CacheL2_Replacement_clean     IM>IM     [0x30c0, line 0x30c0] 
          12022   0    L2CacheL2_Replacement_clean     IM>IM     [0x30c0, line 0x30c0] 
          12023   1    L1Cache                 Inv    M_I>SINK_WB_ACK [0x2fc0, line 0x2fc0] 
          12023   2    L1Cache              WB_Ack SINK_WB_ACK>I      [0x21c0, line 0x21c0] 
          12024   0  Directory               Fetch      I>IM     [0x5fc0, line 0x5fc0] 
          12031   0  Directory         Memory_Data     IM>M      [0x30c0, line 0x30c0] 
          12031   0    L2Cache             WB_Data  MCT_I>M_I    [0x2fc0, line 0x2fc0] 
          12036   0  Directory         Memory_Data     IM>M      [0x5fc0, line 0x5fc0] 
          12038   0    L2Cache            Mem_Data     IM>MT_MB  [0x30c0, line 0x30c0] 
          12039   0  Directory                Data      M>MI     [0x2fc0, line 0x2fc0] 
          12043   0    L2Cache            Mem_Data     IM>MT_MB  [0x5fc0, line 0x5fc0] 
          12045 core  2        Seq                Done       >       [0x30e8, line 0x30c0] 2394 cycles
          12045   2    L1Cache       Data_all_Acks     IM>M      [0x30c0, line 0x30c0] 
          12045   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12045   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12045   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12046   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12046   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12046   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12046   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12047   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12047   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12047   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12047   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12048   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12048   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12048   2    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
          12050 core  2        Seq                Done       >       [0x5fe9, line 0x5fc0] 2379 cycles
          12050   2    L1Cache       Data_all_Acks     IM>M      [0x5fc0, line 0x5fc0] 
          12050   2    L1Cache      L1_Replacement      M>M_I    [0x30c0, line 0x30c0] 
          12050   2    L1Cache               Store     NP>IM     [0x60c0, line 0x60c0] 
          12050   2    L1Cache      L1_Replacement      M>M_I    [0x5fc0, line 0x5fc0] 
          12051   0  Directory          Memory_Ack     MI>I      [0x2fc0, line 0x2fc0] 
          12051   2    L1Cache               Store     NP>IM     [0x3c0, line 0x3c0] 
          12051   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12051   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12051   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12052   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12052   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12052   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12052   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12052   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x30c0, line 0x30c0] 
          12052   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x30c0, line 0x30c0] 
          12052   0    L2Cache             L1_GETX     NP>IM     [0x18c0, line 0x18c0] 
          12052   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5fc0, line 0x5fc0] 
          12053   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5fc0, line 0x5fc0] 
          12053   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5fc0, line 0x5fc0] 
          12053   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5fc0, line 0x5fc0] 
          12053   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5fc0, line 0x5fc0] 
          12053   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12053   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12053   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12053   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12054   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12054   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5fc0, line 0x5fc0] 
          12054   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5fc0, line 0x5fc0] 
          12054   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5fc0, line 0x5fc0] 
          12057   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x5fc0, line 0x5fc0] 
          12057   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x5fc0, line 0x5fc0] 
          12057   0    L2Cache         L1_PUTX_old     NP>NP     [0x51c0, line 0x51c0] 
          12057   0    L2Cache             L1_GETX     NP>IM     [0x27c0, line 0x27c0] 
          12058   0    L2Cache             Mem_Ack    M_I>NP     [0x2fc0, line 0x2fc0] 
          12058   0    L2CacheL2_Replacement_clean     IM>IM     [0x18c0, line 0x18c0] 
          12058   0    L2CacheL2_Replacement_clean     IM>IM     [0x18c0, line 0x18c0] 
          12058   0    L2CacheL2_Replacement_clean     IM>IM     [0x18c0, line 0x18c0] 
          12059   0    L2CacheL2_Replacement_clean     IM>IM     [0x18c0, line 0x18c0] 
          12059   0    L2CacheL2_Replacement_clean     IM>IM     [0x18c0, line 0x18c0] 
          12059   0    L2CacheL2_Replacement_clean     IM>IM     [0x18c0, line 0x18c0] 
          12059   0    L2CacheL2_Replacement_clean     IM>IM     [0x18c0, line 0x18c0] 
          12059   2    L1Cache                 Inv    M_I>SINK_WB_ACK [0x30c0, line 0x30c0] 
          12060   0  Directory               Fetch      I>IM     [0x18c0, line 0x18c0] 
          12061   3        Seq               Begin       >       [0x55ed, line 0x55c0] ST PC 312 0x138
          12062   3    L1Cache      L1_Replacement     IM>IM     [0x19c0, line 0x19c0] 
          12063   0    L2CacheL2_Replacement_clean     IM>IM     [0x18c0, line 0x18c0] 
          12063   0    L2CacheL2_Replacement_clean     IM>IM     [0x18c0, line 0x18c0] 
          12064   2    L1Cache                 Inv    M_I>SINK_WB_ACK [0x5fc0, line 0x5fc0] 
          12064   0    L1Cache              WB_Ack SINK_WB_ACK>I      [0x51c0, line 0x51c0] 
          12065   0  Directory               Fetch      I>IM     [0x27c0, line 0x27c0] 
          12067   0    L2Cache             WB_Data  MCT_I>M_I    [0x30c0, line 0x30c0] 
          12071   2        Seq               Begin       >       [0x25e8, line 0x25c0] ST PC 165 0xa5
          12072   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12072   0    L2Cache             WB_Data  MCT_I>M_I    [0x5fc0, line 0x5fc0] 
          12075   0  Directory                Data      M>MI     [0x30c0, line 0x30c0] 
          12077   0    L2CacheL2_Replacement_clean     IM>IM     [0x18c0, line 0x18c0] 
          12080   0  Directory                Data      M>MI     [0x5fc0, line 0x5fc0] 
          12081   3        Seq               Begin       >       [0x3aed, line 0x3ac0] ST PC 285 0x11d
          12082   3    L1Cache      L1_Replacement     IM>IM     [0x19c0, line 0x19c0] 
          12087   0  Directory          Memory_Ack     MI>I      [0x30c0, line 0x30c0] 
          12091   2        Seq               Begin       >       [0x2eee, line 0x2ec0] ST PC 273 0x111
          12092   2    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
          12092   0  Directory          Memory_Ack     MI>I      [0x5fc0, line 0x5fc0] 
          12094   0    L2Cache             Mem_Ack    M_I>NP     [0x30c0, line 0x30c0] 
          12099   0    L2Cache             Mem_Ack    M_I>NP     [0x5fc0, line 0x5fc0] 
          12107   0  Directory         Memory_Data     IM>M      [0x18c0, line 0x18c0] 
          12112   0  Directory         Memory_Data     IM>M      [0x27c0, line 0x27c0] 
          12114   0    L2Cache            Mem_Data     IM>MT_MB  [0x18c0, line 0x18c0] 
          12119   0    L2Cache            Mem_Data     IM>MT_MB  [0x27c0, line 0x27c0] 
          12121 core  0        Seq                Done       >       [0x18ea, line 0x18c0] 2740 cycles
          12121   0    L1Cache       Data_all_Acks     IM>M      [0x18c0, line 0x18c0] 
          12121   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12121   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12121   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12122   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12122   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12122   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12122   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12123   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12123   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12123   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12123   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12124   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12124   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12124   0    L1Cache      L1_Replacement     IM>IM     [0x27c0, line 0x27c0] 
          12126 core  0        Seq                Done       >       [0x27ea, line 0x27c0] 2535 cycles
          12126   0    L1Cache       Data_all_Acks     IM>M      [0x27c0, line 0x27c0] 
          12126   0    L1Cache      L1_Replacement      M>M_I    [0x18c0, line 0x18c0] 
          12126   0    L1Cache               Store     NP>IM     [0x40c0, line 0x40c0] 
          12126   0    L1Cache      L1_Replacement      M>M_I    [0x27c0, line 0x27c0] 
          12127   0    L1Cache               Store     NP>IM     [0x4cc0, line 0x4cc0] 
          12127   0    L1Cache      L1_Replacement     IM>IM     [0x40c0, line 0x40c0] 
          12127   0    L1Cache      L1_Replacement     IM>IM     [0x40c0, line 0x40c0] 
          12127   0    L1Cache      L1_Replacement     IM>IM     [0x40c0, line 0x40c0] 
          12128   0    L1Cache      L1_Replacement     IM>IM     [0x40c0, line 0x40c0] 
          12128   0    L1Cache      L1_Replacement     IM>IM     [0x40c0, line 0x40c0] 
          12128   0    L1Cache      L1_Replacement     IM>IM     [0x40c0, line 0x40c0] 
          12128   0    L1Cache      L1_Replacement     IM>IM     [0x40c0, line 0x40c0] 
          12128   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x18c0, line 0x18c0] 
          12128   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x18c0, line 0x18c0] 
          12128   0    L2Cache             L1_GETX     NP>IM     [0x19c0, line 0x19c0] 
          12128   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x27c0, line 0x27c0] 
          12129   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x27c0, line 0x27c0] 
          12129   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x27c0, line 0x27c0] 
          12129   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x27c0, line 0x27c0] 
          12129   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x27c0, line 0x27c0] 
          12129   0    L1Cache      L1_Replacement     IM>IM     [0x40c0, line 0x40c0] 
          12129   0    L1Cache      L1_Replacement     IM>IM     [0x40c0, line 0x40c0] 
          12129   0    L1Cache      L1_Replacement     IM>IM     [0x40c0, line 0x40c0] 
          12129   0    L1Cache      L1_Replacement     IM>IM     [0x40c0, line 0x40c0] 
          12130   0    L1Cache      L1_Replacement     IM>IM     [0x40c0, line 0x40c0] 
          12130   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x27c0, line 0x27c0] 
          12130   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x27c0, line 0x27c0] 
          12130   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x27c0, line 0x27c0] 
          12130   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x27c0, line 0x27c0] 
          12133   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x27c0, line 0x27c0] 
          12133   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x27c0, line 0x27c0] 
          12133   0    L2Cache         L1_PUTX_old     NP>NP     [0x53c0, line 0x53c0] 
          12133   0    L2Cache             L1_GETX     NP>IM     [0x48c0, line 0x48c0] 
          12134   0    L2CacheL2_Replacement_clean     IM>IM     [0x19c0, line 0x19c0] 
          12134   0    L2CacheL2_Replacement_clean     IM>IM     [0x19c0, line 0x19c0] 
          12134   0    L2CacheL2_Replacement_clean     IM>IM     [0x19c0, line 0x19c0] 
          12134   0    L2CacheL2_Replacement_clean     IM>IM     [0x19c0, line 0x19c0] 
          12135   0    L2CacheL2_Replacement_clean     IM>IM     [0x19c0, line 0x19c0] 
          12135   0    L2CacheL2_Replacement_clean     IM>IM     [0x19c0, line 0x19c0] 
          12135   0    L2CacheL2_Replacement_clean     IM>IM     [0x19c0, line 0x19c0] 
          12135   0    L2CacheL2_Replacement_clean     IM>IM     [0x19c0, line 0x19c0] 
          12135   0    L1Cache                 Inv    M_I>SINK_WB_ACK [0x18c0, line 0x18c0] 
          12136   0  Directory               Fetch      I>IM     [0x19c0, line 0x19c0] 
          12138   0    L2CacheL2_Replacement_clean     IM>IM     [0x19c0, line 0x19c0] 
          12139   0    L2CacheL2_Replacement_clean     IM>IM     [0x19c0, line 0x19c0] 
          12140   0    L1Cache                 Inv    M_I>SINK_WB_ACK [0x27c0, line 0x27c0] 
          12140   3    L1Cache              WB_Ack SINK_WB_ACK>I      [0x53c0, line 0x53c0] 
          12141   0  Directory               Fetch      I>IM     [0x48c0, line 0x48c0] 
          12143   0    L2Cache             WB_Data  MCT_I>M_I    [0x18c0, line 0x18c0] 
          12148   0    L2Cache             WB_Data  MCT_I>M_I    [0x27c0, line 0x27c0] 
          12151   0  Directory                Data      M>MI     [0x18c0, line 0x18c0] 
          12152   0    L2CacheL2_Replacement_clean     IM>IM     [0x19c0, line 0x19c0] 
          12156   0  Directory                Data      M>MI     [0x27c0, line 0x27c0] 
          12163   0  Directory          Memory_Ack     MI>I      [0x18c0, line 0x18c0] 
          12168   0  Directory          Memory_Ack     MI>I      [0x27c0, line 0x27c0] 
          12170   0    L2Cache             Mem_Ack    M_I>NP     [0x18c0, line 0x18c0] 
          12175   0    L2Cache             Mem_Ack    M_I>NP     [0x27c0, line 0x27c0] 
          12183   0  Directory         Memory_Data     IM>M      [0x19c0, line 0x19c0] 
          12188   0  Directory         Memory_Data     IM>M      [0x48c0, line 0x48c0] 
          12190   0    L2Cache            Mem_Data     IM>MT_MB  [0x19c0, line 0x19c0] 
          12195   0    L2Cache            Mem_Data     IM>MT_MB  [0x48c0, line 0x48c0] 
          12197 core  3        Seq                Done       >       [0x19e9, line 0x19c0] 2536 cycles
          12197   3    L1Cache       Data_all_Acks     IM>M      [0x19c0, line 0x19c0] 
          12197   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12197   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12197   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12198   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12198   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12198   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12198   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12199   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12199   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12199   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12199   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12200   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12200   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12200   3    L1Cache      L1_Replacement     IM>IM     [0x48c0, line 0x48c0] 
          12202 core  3        Seq                Done       >       [0x48e8, line 0x48c0] 2401 cycles
          12202   3    L1Cache       Data_all_Acks     IM>M      [0x48c0, line 0x48c0] 
          12202   3    L1Cache      L1_Replacement      M>M_I    [0x19c0, line 0x19c0] 
          12202   3    L1Cache               Store     NP>IM     [0x51c0, line 0x51c0] 
          12202   3    L1Cache      L1_Replacement      M>M_I    [0x48c0, line 0x48c0] 
          12203   3    L1Cache               Store     NP>IM     [0x63c0, line 0x63c0] 
          12203   3    L1Cache      L1_Replacement     IM>IM     [0x51c0, line 0x51c0] 
          12203   3    L1Cache      L1_Replacement     IM>IM     [0x51c0, line 0x51c0] 
          12203   3    L1Cache      L1_Replacement     IM>IM     [0x51c0, line 0x51c0] 
          12204   3    L1Cache      L1_Replacement     IM>IM     [0x51c0, line 0x51c0] 
          12204   3    L1Cache      L1_Replacement     IM>IM     [0x51c0, line 0x51c0] 
          12204   3    L1Cache      L1_Replacement     IM>IM     [0x51c0, line 0x51c0] 
          12204   3    L1Cache      L1_Replacement     IM>IM     [0x51c0, line 0x51c0] 
          12204   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x19c0, line 0x19c0] 
          12204   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x19c0, line 0x19c0] 
          12204   0    L2Cache             L1_GETX     NP>IM     [0x17c0, line 0x17c0] 
          12204   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x48c0, line 0x48c0] 
          12205   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x48c0, line 0x48c0] 
          12205   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x48c0, line 0x48c0] 
          12205   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x48c0, line 0x48c0] 
          12205   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x48c0, line 0x48c0] 
          12205   3    L1Cache      L1_Replacement     IM>IM     [0x51c0, line 0x51c0] 
          12205   3    L1Cache      L1_Replacement     IM>IM     [0x51c0, line 0x51c0] 
          12205   3    L1Cache      L1_Replacement     IM>IM     [0x51c0, line 0x51c0] 
          12205   3    L1Cache      L1_Replacement     IM>IM     [0x51c0, line 0x51c0] 
          12206   3    L1Cache      L1_Replacement     IM>IM     [0x51c0, line 0x51c0] 
          12206   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x48c0, line 0x48c0] 
          12206   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x48c0, line 0x48c0] 
          12206   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x48c0, line 0x48c0] 
          12206   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x48c0, line 0x48c0] 
          12207   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x48c0, line 0x48c0] 
          12209   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x48c0, line 0x48c0] 
          12209   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x48c0, line 0x48c0] 
          12209   0    L2Cache         L1_PUTX_old     NP>NP     [0x2fc0, line 0x2fc0] 
          12209   0    L2Cache             L1_GETX     NP>IM     [0x13c0, line 0x13c0] 
          12210   0    L2CacheL2_Replacement_clean     IM>IM     [0x17c0, line 0x17c0] 
          12210   0    L2CacheL2_Replacement_clean     IM>IM     [0x17c0, line 0x17c0] 
          12210   0    L2CacheL2_Replacement_clean     IM>IM     [0x17c0, line 0x17c0] 
          12210   0    L2CacheL2_Replacement_clean     IM>IM     [0x17c0, line 0x17c0] 
          12211   0    L2CacheL2_Replacement_clean     IM>IM     [0x17c0, line 0x17c0] 
          12211   0    L2CacheL2_Replacement_clean     IM>IM     [0x17c0, line 0x17c0] 
          12211   0    L2CacheL2_Replacement_clean     IM>IM     [0x17c0, line 0x17c0] 
          12211   0    L2CacheL2_Replacement_clean     IM>IM     [0x17c0, line 0x17c0] 
          12211   3    L1Cache                 Inv    M_I>SINK_WB_ACK [0x19c0, line 0x19c0] 
          12212   0    L2CacheL2_Replacement_clean     IM>IM     [0x17c0, line 0x17c0] 
          12212   0  Directory               Fetch      I>IM     [0x17c0, line 0x17c0] 
          12214   0    L2CacheL2_Replacement_clean     IM>IM     [0x17c0, line 0x17c0] 
          12215   0    L2CacheL2_Replacement_clean     IM>IM     [0x17c0, line 0x17c0] 
          12216   3    L1Cache                 Inv    M_I>SINK_WB_ACK [0x48c0, line 0x48c0] 
          12216   1    L1Cache              WB_Ack SINK_WB_ACK>I      [0x2fc0, line 0x2fc0] 
          12217   0  Directory               Fetch      I>IM     [0x13c0, line 0x13c0] 
          12219   0    L2Cache             WB_Data  MCT_I>M_I    [0x19c0, line 0x19c0] 
          12224   0    L2Cache             WB_Data  MCT_I>M_I    [0x48c0, line 0x48c0] 
          12227   0  Directory                Data      M>MI     [0x19c0, line 0x19c0] 
          12228   0    L2CacheL2_Replacement_clean     IM>IM     [0x17c0, line 0x17c0] 
          12232   0  Directory                Data      M>MI     [0x48c0, line 0x48c0] 
          12239   0  Directory          Memory_Ack     MI>I      [0x19c0, line 0x19c0] 
          12241   3        Seq               Begin       >       [0x19ef, line 0x19c0] ST PC 252 0xfc
          12242   3    L1Cache      L1_Replacement     IM>IM     [0x51c0, line 0x51c0] 
          12244   0  Directory          Memory_Ack     MI>I      [0x48c0, line 0x48c0] 
          12246   0    L2Cache             Mem_Ack    M_I>NP     [0x19c0, line 0x19c0] 
          12251   0    L2Cache             Mem_Ack    M_I>NP     [0x48c0, line 0x48c0] 
          12259   0  Directory         Memory_Data     IM>M      [0x17c0, line 0x17c0] 
          12264   0  Directory         Memory_Data     IM>M      [0x13c0, line 0x13c0] 
          12266   0    L2Cache            Mem_Data     IM>MT_MB  [0x17c0, line 0x17c0] 
          12271   0    L2Cache            Mem_Data     IM>MT_MB  [0x13c0, line 0x13c0] 
          12273 core  1        Seq                Done       >       [0x17e8, line 0x17c0] 2742 cycles
          12273   1    L1Cache       Data_all_Acks     IM>M      [0x17c0, line 0x17c0] 
          12273   1    L1Cache      L1_Replacement     IM>IM     [0x13c0, line 0x13c0] 
          12273   1    L1Cache      L1_Replacement     IM>IM     [0x13c0, line 0x13c0] 
          12273   1    L1Cache      L1_Replacement     IM>IM     [0x13c0, line 0x13c0] 
          12274   1    L1Cache      L1_Replacement     IM>IM     [0x13c0, line 0x13c0] 
          12274   1    L1Cache      L1_Replacement     IM>IM     [0x13c0, line 0x13c0] 
          12274   1    L1Cache      L1_Replacement     IM>IM     [0x13c0, line 0x13c0] 
